edge,interaction_class,score_tier,score_percentile,demo_review_flag
s_016um_00074_00125-1|s_016um_00074_00123-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00074_00124-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00074_00125-1,autocrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00074_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00074_00127-1,paracrine,mid,49.89,reviewed
s_016um_00074_00125-1|s_016um_00075_00123-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00075_00124-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00075_00125-1,paracrine,mid,49.89,reviewed
s_016um_00074_00125-1|s_016um_00075_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00075_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00076_00124-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00076_00125-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00125-1|s_016um_00076_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00072_00125-1,paracrine,mid,49.89,reviewed
s_016um_00074_00126-1|s_016um_00072_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00072_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00073_00124-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00073_00125-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00073_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00073_00127-1,paracrine,mid,49.89,reviewed
s_016um_00074_00126-1|s_016um_00074_00124-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00074_00125-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00074_00126-1,autocrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00074_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00075_00124-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00075_00125-1,paracrine,mid,49.89,reviewed
s_016um_00074_00126-1|s_016um_00075_00126-1,paracrine,mid,49.89,reviewed
s_016um_00074_00126-1|s_016um_00075_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00076_00125-1,paracrine,mid,49.89,reviewed
s_016um_00074_00126-1|s_016um_00076_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00126-1|s_016um_00076_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00072_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00072_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00073_00125-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00073_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00073_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00074_00125-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00074_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00074_00127-1,autocrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00075_00125-1,paracrine,mid,49.89,reviewed
s_016um_00074_00127-1|s_016um_00075_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00075_00127-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00076_00126-1,paracrine,mid,49.89,unreviewed
s_016um_00074_00127-1|s_016um_00076_00127-1,paracrine,mid,49.89,reviewed
s_016um_00075_00014-1|s_016um_00073_00015-1,paracrine,mid,49.89,reviewed
s_016um_00075_00014-1|s_016um_00074_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00014-1|s_016um_00074_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00014-1|s_016um_00074_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00014-1|s_016um_00075_00014-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00014-1|s_016um_00075_00015-1,paracrine,mid,49.89,reviewed
s_016um_00075_00014-1|s_016um_00075_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00014-1|s_016um_00076_00013-1,paracrine,mid,49.89,reviewed
s_016um_00075_00014-1|s_016um_00076_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00014-1|s_016um_00076_00015-1,paracrine,mid,49.89,reviewed
s_016um_00075_00014-1|s_016um_00077_00013-1,paracrine,mid,49.89,reviewed
s_016um_00075_00014-1|s_016um_00077_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00014-1|s_016um_00077_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00073_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00073_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00074_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00074_00015-1,paracrine,mid,49.89,reviewed
s_016um_00075_00015-1|s_016um_00074_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00074_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00075_00014-1,paracrine,mid,49.89,reviewed
s_016um_00075_00015-1|s_016um_00075_00015-1,autocrine,mid,49.89,reviewed
s_016um_00075_00015-1|s_016um_00075_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00075_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00076_00013-1,paracrine,mid,49.89,reviewed
s_016um_00075_00015-1|s_016um_00076_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00076_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00076_00017-1,paracrine,mid,49.89,reviewed
s_016um_00075_00015-1|s_016um_00077_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00077_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00015-1|s_016um_00077_00016-1,paracrine,mid,49.89,reviewed
s_016um_00075_00016-1|s_016um_00073_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00073_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00073_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00074_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00074_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00074_00016-1,paracrine,mid,49.89,reviewed
s_016um_00075_00016-1|s_016um_00074_00017-1,paracrine,mid,49.89,reviewed
s_016um_00075_00016-1|s_016um_00074_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00075_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00075_00015-1,paracrine,mid,49.89,reviewed
s_016um_00075_00016-1|s_016um_00075_00016-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00075_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00075_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00076_00014-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00076_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00076_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00076_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00077_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00077_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00016-1|s_016um_00077_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00073_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00073_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00073_00018-1,paracrine,mid,49.89,reviewed
s_016um_00075_00017-1|s_016um_00074_00015-1,paracrine,mid,49.89,reviewed
s_016um_00075_00017-1|s_016um_00074_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00074_00017-1,paracrine,mid,49.89,reviewed
s_016um_00075_00017-1|s_016um_00074_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00074_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00075_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00075_00016-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00075_00017-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00075_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00075_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00017-1|s_016um_00076_00015-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00076_00017-1,paracrine,mid,49.89,reviewed
s_016um_00075_00017-1|s_016um_00076_00018-1,paracrine,mid,49.89,reviewed
s_016um_00075_00017-1|s_016um_00076_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00077_00016-1,paracrine,mid,49.89,reviewed
s_016um_00075_00017-1|s_016um_00077_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00017-1|s_016um_00077_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00073_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00073_00018-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00073_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00074_00016-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00074_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00074_00018-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00074_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00074_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00075_00016-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00075_00017-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00075_00018-1,autocrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00075_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00075_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00076_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00076_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00076_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00076_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00077_00017-1,paracrine,mid,49.89,reviewed
s_016um_00075_00018-1|s_016um_00077_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00018-1|s_016um_00077_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00019-1|s_016um_00073_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00073_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00073_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00074_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00074_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00074_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00074_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00074_00021-1,paracrine,mid,49.89,reviewed
s_016um_00075_00019-1|s_016um_00075_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00075_00018-1,paracrine,mid,49.89,reviewed
s_016um_00075_00019-1|s_016um_00075_00019-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00075_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00075_00021-1,paracrine,mid,49.89,reviewed
s_016um_00075_00019-1|s_016um_00076_00017-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00076_00018-1,paracrine,mid,49.89,reviewed
s_016um_00075_00019-1|s_016um_00076_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00076_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00076_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00077_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00019-1|s_016um_00077_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00019-1|s_016um_00077_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00073_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00073_00020-1,paracrine,mid,49.89,reviewed
s_016um_00075_00020-1|s_016um_00073_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00074_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00074_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00020-1|s_016um_00074_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00074_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00074_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00075_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00075_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00075_00020-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00075_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00075_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00076_00018-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00076_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00020-1|s_016um_00076_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00076_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00076_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00077_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00077_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00020-1|s_016um_00077_00021-1,paracrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00073_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00073_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00073_00022-1,paracrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00074_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00074_00020-1,paracrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00074_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00074_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00074_00023-1,paracrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00075_00019-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00075_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00075_00021-1,autocrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00075_00022-1,paracrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00075_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00076_00019-1,paracrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00076_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00076_00021-1,paracrine,mid,49.89,reviewed
s_016um_00075_00021-1|s_016um_00076_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00076_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00077_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00077_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00021-1|s_016um_00077_00022-1,paracrine,mid,49.89,reviewed
s_016um_00075_00022-1|s_016um_00073_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00073_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00073_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00074_00020-1,paracrine,mid,49.89,reviewed
s_016um_00075_00022-1|s_016um_00074_00021-1,paracrine,mid,49.89,reviewed
s_016um_00075_00022-1|s_016um_00074_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00074_00023-1,paracrine,mid,49.89,reviewed
s_016um_00075_00022-1|s_016um_00074_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00075_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00075_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00075_00022-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00075_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00075_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00076_00020-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00076_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00076_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00076_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00076_00024-1,paracrine,mid,49.89,reviewed
s_016um_00075_00022-1|s_016um_00077_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00077_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00022-1|s_016um_00077_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00073_00022-1,paracrine,mid,49.89,reviewed
s_016um_00075_00023-1|s_016um_00073_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00073_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00074_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00074_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00074_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00074_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00074_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00023-1|s_016um_00075_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00075_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00075_00023-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00075_00024-1,paracrine,mid,49.89,reviewed
s_016um_00075_00023-1|s_016um_00075_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00023-1|s_016um_00076_00021-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00076_00022-1,paracrine,mid,49.89,reviewed
s_016um_00075_00023-1|s_016um_00076_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00076_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00076_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00077_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00023-1|s_016um_00077_00023-1,paracrine,mid,49.89,reviewed
s_016um_00075_00023-1|s_016um_00077_00024-1,paracrine,mid,49.89,reviewed
s_016um_00075_00024-1|s_016um_00073_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00073_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00073_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00074_00022-1,paracrine,mid,49.89,reviewed
s_016um_00075_00024-1|s_016um_00074_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00074_00024-1,paracrine,mid,49.89,reviewed
s_016um_00075_00024-1|s_016um_00074_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00074_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00075_00022-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00075_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00075_00024-1,autocrine,mid,49.89,reviewed
s_016um_00075_00024-1|s_016um_00075_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00075_00026-1,paracrine,mid,49.89,reviewed
s_016um_00075_00024-1|s_016um_00076_00022-1,paracrine,mid,49.89,reviewed
s_016um_00075_00024-1|s_016um_00076_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00076_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00076_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00076_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00077_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00024-1|s_016um_00077_00024-1,paracrine,mid,49.89,reviewed
s_016um_00075_00024-1|s_016um_00077_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00025-1|s_016um_00073_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00073_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00073_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00074_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00074_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00074_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00025-1|s_016um_00074_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00074_00027-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00075_00023-1,paracrine,mid,49.89,reviewed
s_016um_00075_00025-1|s_016um_00075_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00075_00025-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00075_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00075_00027-1,paracrine,mid,49.89,reviewed
s_016um_00075_00025-1|s_016um_00076_00023-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00076_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00076_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00025-1|s_016um_00076_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00076_00027-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00077_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00025-1|s_016um_00077_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00025-1|s_016um_00077_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00073_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00073_00026-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00073_00027-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00074_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00074_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00074_00026-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00074_00027-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00074_00028-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00075_00024-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00075_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00075_00026-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00075_00027-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00075_00028-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00076_00024-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00076_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00076_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00076_00027-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00076_00028-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00077_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00026-1|s_016um_00077_00026-1,paracrine,mid,49.89,reviewed
s_016um_00075_00026-1|s_016um_00077_00027-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00073_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00073_00027-1,paracrine,mid,49.89,reviewed
s_016um_00075_00027-1|s_016um_00073_00028-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00074_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00074_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00074_00027-1,paracrine,mid,49.89,reviewed
s_016um_00075_00027-1|s_016um_00074_00028-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00074_00029-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00075_00025-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00075_00026-1,paracrine,mid,49.89,reviewed
s_016um_00075_00027-1|s_016um_00075_00027-1,autocrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00075_00028-1,paracrine,mid,49.89,reviewed
s_016um_00075_00027-1|s_016um_00075_00029-1,paracrine,mid,49.89,reviewed
s_016um_00075_00027-1|s_016um_00076_00025-1,paracrine,mid,49.89,reviewed
s_016um_00075_00027-1|s_016um_00076_00026-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00076_00027-1,paracrine,mid,49.89,unreviewed
s_016um_00075_00027-1|s_016um_00076_00028-1,paracrine,mid,49.89,unreviewed
